status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,adverse_target,profile_group_id
0 <= ... < 200 DM,30,no credits taken/all credits paid back duly,others,4221,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,28,none,own,2,skilled employee/official,1,no,yes,1,0,1333070224867967694
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,6361,... < 100 DM,... >= 7 years,2,male : single,none,1,unknown/no property,41,none,own,1,skilled employee/official,1,yes,yes,1,0,643457197844499302
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1297,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,4,real estate,23,none,rent,1,skilled employee/official,1,no,yes,1,0,3762301541738172016
... < 100 DM,12,existing credits paid back duly till now,car (new),900,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,23,none,own,1,skilled employee/official,1,no,yes,0,1,8858304680507938630
no checking account,21,existing credits paid back duly till now,radio/television,2241,... < 100 DM,... >= 7 years,4,male : single,none,2,real estate,50,none,own,2,skilled employee/official,1,no,yes,1,0,419980158338783066
0 <= ... < 200 DM,6,delay in paying off in the past,radio/television,1050,... < 100 DM,unemployed,4,male : single,none,1,building society savings agreement/life insurance,35,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,15433633264626803654
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,retraining,1047,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,50,none,own,1,unskilled - resident,1,no,yes,1,0,13129794961754039545
no checking account,24,critical account/other credits existing,furniture/equipment,6314,... < 100 DM,unemployed,4,male : single,co-applicant,2,unknown/no property,27,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,5299550101647875658
0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,3496,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,34,stores,own,1,skilled employee/official,2,yes,yes,1,0,3978132708862447949
no checking account,48,all credits at this bank paid back duly,others,3609,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee/official,1,no,yes,1,0,13917129981608615908
... < 100 DM,12,critical account/other credits existing,car (new),4843,... < 100 DM,... >= 7 years,3,male : single,co-applicant,4,building society savings agreement/life insurance,43,none,rent,2,skilled employee/official,1,yes,yes,0,1,13958341627964147890
... >= 200 DM / salary for at least 1 year,30,critical account/other credits existing,domestic appliances,3017,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,none,own,1,skilled employee/official,1,no,yes,1,0,13762384580459811518
no checking account,24,critical account/other credits existing,others,4139,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,3,building society savings agreement/life insurance,27,none,own,2,unskilled - resident,1,yes,yes,1,0,3773342502444756542
no checking account,36,existing credits paid back duly till now,others,5742,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,2,car or other,31,none,own,2,skilled employee/official,1,yes,yes,1,0,14940875122995661749
no checking account,60,existing credits paid back duly till now,car (new),10366,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,1115892018749757136
no checking account,6,critical account/other credits existing,car (new),2080,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : married/widowed,none,2,car or other,24,none,own,1,skilled employee/official,1,no,yes,1,0,2582753219659659574
no checking account,21,delay in paying off in the past,others,2580,500 <= ... < 1000 DM,... < 1 year,4,male : single,none,2,real estate,41,bank,own,1,unskilled - resident,2,no,yes,0,1,17447649583463565868
no checking account,30,critical account/other credits existing,domestic appliances,4530,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,car or other,26,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,13282533921433945912
no checking account,24,critical account/other credits existing,radio/television,5150,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,33,none,own,1,skilled employee/official,1,yes,yes,1,0,6312013309170431960
0 <= ... < 200 DM,72,existing credits paid back duly till now,domestic appliances,5595,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,24,none,own,1,skilled employee/official,1,no,yes,0,1,11913389862256627963
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,2384,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,no,yes,1,0,286545973587762681
no checking account,18,existing credits paid back duly till now,domestic appliances,1453,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,1,0,12932461842963018721
no checking account,6,existing credits paid back duly till now,retraining,1538,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,unknown/no property,56,none,own,1,skilled employee/official,1,no,yes,1,0,13239091159022608917
no checking account,12,existing credits paid back duly till now,domestic appliances,2279,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,37,none,for free,1,skilled employee/official,1,yes,yes,1,0,2020183240628524112
no checking account,15,delay in paying off in the past,domestic appliances,1478,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,33,bank,own,2,skilled employee/official,1,no,yes,1,0,3051494855826538872
no checking account,24,critical account/other credits existing,domestic appliances,5103,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,unknown/no property,47,none,for free,3,skilled employee/official,1,yes,yes,1,0,198181943205992608
0 <= ... < 200 DM,36,delay in paying off in the past,others,9857,100 <= ... < 500 DM,4 <= ... < 7 years,1,male : single,none,3,building society savings agreement/life insurance,31,none,own,2,unskilled - resident,2,yes,yes,1,0,8802973940297151873
no checking account,60,existing credits paid back duly till now,car (new),6527,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,34,none,for free,1,skilled employee/official,2,yes,yes,1,0,17401596330027596942
... >= 200 DM / salary for at least 1 year,10,critical account/other credits existing,domestic appliances,1347,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,yes,yes,1,0,5164729721725329824
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),2862,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,3,unknown/no property,30,none,for free,1,skilled employee/official,1,no,yes,1,0,14329783578028432157
no checking account,9,existing credits paid back duly till now,domestic appliances,2753,100 <= ... < 500 DM,... >= 7 years,3,male : single,co-applicant,4,car or other,35,none,own,1,skilled employee/official,1,yes,yes,1,0,11572717976623710623
... < 100 DM,12,existing credits paid back duly till now,car (new),3651,... >= 1000 DM,1 <= ... < 4 years,1,male : single,none,3,building society savings agreement/life insurance,31,none,own,1,skilled employee/official,2,no,yes,1,0,2922475782819019479
... < 100 DM,15,critical account/other credits existing,radio/television,975,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,none,3,building society savings agreement/life insurance,25,none,own,2,skilled employee/official,1,no,yes,1,0,16902756667200940670
0 <= ... < 200 DM,15,existing credits paid back duly till now,education,2631,100 <= ... < 500 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,no,yes,1,0,14808255056209399629
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,2896,100 <= ... < 500 DM,... < 1 year,2,male : single,none,1,car or other,29,none,own,1,skilled employee/official,1,no,yes,1,0,8807797932974949125
... < 100 DM,6,critical account/other credits existing,car (new),4716,unknown/no savings account,... < 1 year,1,male : single,none,3,real estate,44,none,own,2,unskilled - resident,2,no,yes,1,0,12564379268339537168
no checking account,24,existing credits paid back duly till now,domestic appliances,2284,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,car or other,28,none,own,1,skilled employee/official,1,yes,yes,1,0,13406389033887741574
no checking account,6,existing credits paid back duly till now,car (used),1236,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,4,building society savings agreement/life insurance,50,none,rent,1,skilled employee/official,1,no,yes,1,0,9429879528216813144
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1103,... < 100 DM,4 <= ... < 7 years,4,male : single,guarantor,3,real estate,29,none,own,2,skilled employee/official,1,no,no,1,0,11874615733140659941
no checking account,12,critical account/other credits existing,car (new),926,... < 100 DM,unemployed,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,38,none,own,1,unemployed/unskilled - non-resident,1,no,yes,1,0,2068684998958817434
no checking account,18,critical account/other credits existing,domestic appliances,1800,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,24,none,own,2,skilled employee/official,1,no,yes,1,0,10146642301676505664
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,retraining,1905,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,40,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,16901562323902418565
no checking account,12,existing credits paid back duly till now,radio/television,1123,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled - resident,1,no,yes,0,1,1213962796445847215
... < 100 DM,48,critical account/other credits existing,car (used),6331,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,46,none,for free,2,skilled employee/official,1,yes,yes,0,1,5310462442779940776
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,domestic appliances,1377,100 <= ... < 500 DM,... >= 7 years,4,female : divorced/separated/married,none,2,unknown/no property,47,none,for free,1,skilled employee/official,1,yes,yes,1,0,16028487941897513678
0 <= ... < 200 DM,30,delay in paying off in the past,others,2503,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,41,stores,own,2,skilled employee/official,1,no,yes,1,0,14090892820924165355
0 <= ... < 200 DM,27,existing credits paid back duly till now,others,2528,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,32,none,own,1,skilled employee/official,2,yes,yes,1,0,12618920893663133929
no checking account,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,35,none,for free,1,skilled employee/official,1,no,yes,1,0,10196513050616220123
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),6560,100 <= ... < 500 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/life insurance,24,none,own,1,skilled employee/official,1,no,yes,0,1,494848621819530123
0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,radio/television,2969,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,25,none,rent,2,skilled employee/official,1,no,yes,0,1,6508244808574688043
0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1206,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,25,none,own,1,skilled employee/official,1,no,yes,1,0,425665089025768514
0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,2118,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,37,none,own,1,unskilled - resident,2,no,yes,1,0,13475499350474432901
no checking account,18,critical account/other credits existing,domestic appliances,629,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,building society savings agreement/life insurance,32,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,6570866366333851751
